bangumi_id,year,title,old_type,new_type,bangumi_platform,has_tv_relation,classification_reason,bangumi_tags,vote_count,score_visible
189382,2003,变形金刚：微型传说,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,52,yes
3395,2003,魔法使的条件,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,310,yes
38431,2003,新激斗战车Nitro,tv,tv,1,yes,番组计划用户标签标注为 TV,科幻 / TV / 原创 / 运动 / 子供向,3,no
9564,2003,明日的娜嘉,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 原创,321,yes
4882,2003,高机动幻想 ～新结行军歌～,tv,tv,1,yes,番组计划用户标签标注为 TV,科幻 / 机战 / TV / 游戏改,165,yes
157921,2003,デジガールPOP!,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,0,no
57607,2003,魔兽战线 THE APOCALYPSE,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,12,no
94955,2003,天使的尾巴 第二季,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,29,no
9996,2003,某个旅人的日记,web,web,5,no,番组计划平台标注为 WEB,原创,317,yes
35382,2003,星际少年队,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,24,no
10852,2003,空霸,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,42,yes
18506,2003,笑颜,tv,tv,1,yes,番组计划平台为 TV,TV / 原创,393,yes
2326,2003,宇宙星路,tv,tv,1,yes,番组计划用户标签标注为 TV,科幻 / TV / 原创,306,yes
209598,2003,冒险游记Pluster World,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,3,no
1978,2003,天使怪盗,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 奇幻 / 漫画改,986,yes
4163,2003,百变之星,tv,tv,1,yes,番组计划用户标签标注为 TV,百合 / TV / 原创 / 运动 / 剧情,1486,yes
5964,2003,人生交叉点,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改 / 剧情 / 青年向,77,yes
30515,2003,人鱼的旋律,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改 / 少女向,304,yes
104176,2003,妄想科学美少女,tv,tv,1,yes,番组计划用户标签标注为 TV,科幻 / TV / 原创,32,yes
2450,2003,成惠的世界,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,243,yes
8415,2003,魔侦探洛基,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,249,yes
14389,2003,Di Gi Charat NYO,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,97,yes
96046,2003,FIRESTORM,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,3,no
26314,2003,索尼克X,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 游戏改,60,yes
144665,2003,航海王：奔向大海原！父亲伟大的梦想,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,151,yes
3754,2003,金色的卡修,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,432,yes
28288,2003,铁臂阿童木,tv,tv,1,yes,番组计划用户标签标注为 TV,科幻 / TV / 漫画改,762,yes
416178,2003,反斗小王子 第6季,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,1,no
161689,2003,忍者乱太郎 11期,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,6,no
921,2003,最终流放,tv,tv,1,yes,番组计划用户标签标注为 TV,科幻 / TV / 原创 / 剧情,2351,yes
21231,2003,灌篮少年,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 运动 / 漫画改,94,yes
145132,2003,贮金大冒险,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,14,no
1948,2003,奇诺之旅,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 奇幻 / 小说改,5414,yes
2092,2003,废弃公主,tv,tv,1,yes,番组计划用户标签标注为 TV,科幻 / TV / 奇幻 / 小说改,982,yes
139648,2003,ワンダーベビルくん,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,1,no
36484,2003,兽兵卫忍风帖 龙宝玉篇,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 原创,77,yes
11836,2003,侦探学园Q,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 推理 / 漫画改,266,yes
10416,2003,机魂末世录,tv,tv,1,yes,番组计划用户标签标注为 TV,科幻 / TV / 原创,467,yes
10748,2003,钢铁守护者,tv,tv,1,yes,番组计划用户标签标注为 TV,机战 / TV / 原创,60,yes
135195,2003,第一神拳 冠军之路,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,86,yes
7366,2003,四圣兽 ～圣兽降临篇～,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,74,yes
127457,2003,超级潜艇99,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,6,no
26391,2003,恋爱小魔女,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改 / 少女向,90,yes
117490,2003,猫的梦想,web,web,5,no,番组计划平台标注为 WEB,,11,no
26454,2003,超级库玛君,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,17,no
47145,2003,变身侦探,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,19,no
53951,2003,欢乐课程 ADVANCE,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 原创,96,yes
4015,2003,死体兵,tv,tv,1,yes,番组计划用户标签标注为 TV,科幻 / 机战 / TV / 原创,70,yes
2063,2003,初音岛,tv,tv,1,yes,番组计划用户标签标注为 TV,后宫 / TV / 游戏改,1603,yes
38216,2003,高桥留美子剧场,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改 / 短片集,116,yes
10415,2003,急救超人兵团,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 小说改,41,yes
15177,2003,星星公主,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,230,yes
188711,2003,トッポ・ジージョ劇場,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,0,no
38071,2003,钟之音学园,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 游戏改,87,yes
1852,2003,拜托了双子星,tv,tv,1,yes,番组计划用户标签标注为 TV,后宫 / TV / 原创,767,yes
61960,2003,生命时段,web,web,5,no,番组计划平台标注为 WEB,,3,no
10854,2003,蒲公英,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 游戏改,86,yes
3909,2003,一骑当千,tv,tv,1,yes,番组计划用户标签标注为 TV,百合 / TV / 漫画改,1057,yes
84993,2003,鲁邦三世 宝物返还大作战,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,127,yes
337367,2003,小on梦之力量大冒险！,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,1,no
54727,2003,魔力女管家夏日TV特别篇 “我认为H是不对的！”,tv,tv,1,yes,番组计划用户标签标注为 TV,科幻 / 喜剧 / TV / 漫画改,254,yes
409430,2003,化为风筝的母亲,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 小说改,2,no
96047,2003,狗狗向前冲,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,28,no
2415,2003,小小雪精灵 夏季特别篇,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,68,yes
338,2003,全金属狂潮 校园篇,tv,tv,1,yes,番组计划用户标签标注为 TV,喜剧 / 校园 / TV / 小说改,6484,yes
585220,2003,X战警：进化 第四季,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,0,no
1850,2003,读或死 TV,tv,tv,1,yes,番组计划用户标签标注为 TV,百合 / TV / 原创,1044,yes
121286,2003,巴布华,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,1,no
3653,2003,复仇天使,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 原创,69,yes
21929,2003,神魂合体豪旦那！！,tv,tv,1,yes,番组计划用户标签标注为 TV,机战 / TV / 原创,165,yes
6995,2003,最游记RELOAD,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,303,yes
4043,2003,魁！！库洛马迪高校,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,457,yes
10285,2003,bps 战争程序员白濑,tv,tv,1,yes,番组计划用户标签标注为 TV,科幻 / TV / 原创,160,yes
3620,2003,京极夏彦 巷说百物语,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 小说改,358,yes
1906,2003,暗与帽子与书之旅人,tv,tv,1,yes,番组计划用户标签标注为 TV,百合 / TV / 游戏改,828,yes
4221,2003,瓶诘妖精,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改 / 萌系,303,yes
1947,2003,人鱼之森,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 奇幻 / 漫画改,659,yes
1650,2003,你所期望的永远,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 恋爱 / 游戏改,1533,yes
4384,2003,圆盘皇女 十二月的小夜曲,tv,tv,1,yes,番组计划用户标签标注为 TV,科幻 / 喜剧 / 后宫 / TV / 恋爱 / 漫画改,136,yes
2734,2003,星空清理者,tv,tv,1,yes,番组计划用户标签标注为 TV,科幻 / TV / 漫画改 / 剧情 / 职场,3741,yes
5231,2003,洛克人EXE AXESS,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 游戏改,51,yes
315,2003,钢之炼金术师,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 奇幻 / 战斗 / 漫画改,10009,yes
12784,2003,银河铁道物语,tv,tv,1,yes,番组计划用户标签标注为 TV,科幻 / TV,90,yes
154748,2003,波波罗王国,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,9,no
100494,2003,神秘智慧石,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,0,no
337374,2003,元气小茶犬,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,0,no
1805,2003,铳墓,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 游戏改,1190,yes
38640,2003,宇宙海盗哈洛克 无尽的冒险,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,23,no
1930,2003,新撰组异闻录 铁,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改 / 战斗 / 历史,710,yes
207557,2003,零式赛车 猎鹰传说,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 运动 / 游戏改,3,no
139339,2003,魔法咪路咪路Golden,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,38,yes
3304,2003,神枪少女,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改 / 战斗,2484,yes
1899,2003,真月谭月姬,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 奇幻 / 战斗 / 游戏改,2022,yes
10411,2003,吉尔伽美什,tv,tv,1,yes,番组计划用户标签标注为 TV,科幻 / TV / 漫画改,40,yes
2120,2003,青出于蓝～缘～,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,482,yes
4370,2003,爱的魔法,tv,tv,1,yes,番组计划用户标签标注为 TV,校园 / 后宫 / TV / 恋爱 / 奇幻 / 小说改,474,yes
10238,2003,星球流浪记,tv,tv,1,yes,番组计划用户标签标注为 TV,科幻 / TV / 原创,83,yes
49883,2003,特工次世代,web,web,5,no,番组计划平台标注为 WEB,,108,yes
4686,2003,我要上太空,tv,tv,1,yes,番组计划用户标签标注为 TV,科幻 / TV / 漫画改,124,yes
39254,2003,爆裂鼻毛真拳,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,46,yes
1926,2003,圣枪修女,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 奇幻 / 漫画改 / 战斗,1197,yes
90789,2003,航海王：坚守最后的大舞台,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,114,yes
120070,2003,怪医黑杰克特别篇 4个生命的奇迹,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,71,yes
326,2004,攻壳机动队 S.A.C. 2nd GIG,tv,tv,1,yes,番组计划用户标签标注为 TV,科幻 / TV / 漫画改 / 战斗,10087,yes
36393,2004,神谷通信,web,web,5,no,番组计划平台标注为 WEB,,15,no
8591,2004,死体兵 第二季,tv,tv,1,yes,番组计划用户标签标注为 TV,科幻 / 机战 / TV / 原创,40,yes
36271,2004,棋魂特别篇 迈向北斗杯之路,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 运动 / 漫画改 / 少年向,988,yes
4185,2004,危险代理人,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 原创 / 战斗,339,yes
60199,2004,B传说！战斗弹珠人,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,11,no
61001,2004,极道鲜师,tv,tv,1,yes,番组计划用户标签标注为 TV,校园 / TV / 漫画改,103,yes
15154,2004,SD高达FORCE,tv,tv,1,yes,番组计划用户标签标注为 TV,科幻 / 喜剧 / TV / 子供向,48,yes
3294,2004,十兵卫2 西伯利亚柳生的反击,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 原创,128,yes
4214,2004,圣母在上,tv,tv,1,yes,番组计划用户标签标注为 TV,百合 / 校园 / TV / 小说改,1689,yes
7145,2004,战区88,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,66,yes
3328,2004,梦物语,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 游戏改,39,yes
42690,2004,超重神GRAVION Zwei,tv,tv,1,yes,番组计划用户标签标注为 TV,机战 / TV / 原创,119,yes
189383,2004,变形金刚：超能连结,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,27,no
39299,2004,驰风！赛艇王,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 运动 / 漫画改 / 少年向,17,no
29278,2004,杀人科 SCRAMBLE,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 原创,44,yes
35981,2004,超变身巫女祈斗士,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,27,no
1977,2004,向北。〜Diamond Dust Drops〜,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 游戏改,113,yes
2274,2004,光与水的女神,tv,tv,1,yes,番组计划用户标签标注为 TV,科幻 / TV / 原创,93,yes
311048,2004,黏土之战,web,web,5,no,番组计划平台标注为 WEB,,4,no
553634,2004,魔法俏佳人 第一季,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 原创,3,no
4243,2004,光之美少女,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 原创 / 子供向,667,yes
209548,2004,怪侠佐罗利,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改 / 冒险 / 子供向,6,no
843,2004,妄想代理人,tv,tv,1,yes,番组计划用户标签标注为 TV,科幻 / 惊悚 / 悬疑 / TV / 奇幻 / 原创,4922,yes
3305,2004,交涉人勇午,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,93,yes
438002,2004,森林爷爷和森林小子,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,1,no
35982,2004,超变身角色扮演前传,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,12,no
211556,2004,狗狗向前冲 第二季,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,9,no
4371,2004,天上天下,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改 / 战斗,666,yes
9731,2004,恋风,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 恋爱 / 漫画改,670,yes
6997,2004,最游记RELOAD GUNLOCK,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,225,yes
2169,2004,绚烂舞踏祭,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,115,yes
2167,2004,这丑陋又美丽的世界,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 奇幻 / 原创,574,yes
1849,2004,Keroro军曹,tv,tv,1,yes,番组计划用户标签标注为 TV,科幻 / TV / 漫画改,1536,yes
67990,2004,人鱼的旋律 第二季,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改 / 少女向,162,yes
895,2004,今天开始做魔王,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 小说改,978,yes
27711,2004,弹道,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 运动 / 漫画改,15,no
7354,2004,爱你宝贝,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改 / 少女向,212,yes
2126,2004,美鸟日记,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,968,yes
10382,2004,LEGENDZ 苏生龙王传说,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 奇幻 / 原创 / 战斗 / 子供向,107,yes
127133,2004,じゃがいぬくん,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,0,no
188894,2004,それいけ! ズッコケ三人組,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,1,no
311053,2004,のってけエクスプレッツ,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,0,no
102041,2004,棉花糖通信,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,4,no
16190,2004,火之鸟,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,336,yes
22517,2004,老师的时间,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,64,yes
84547,2004,花右京女仆队 第二季,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,92,yes
97150,2004,超ぽじてぃぶ! ファイターズ,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,0,no
1418,2004,MADLAX,tv,tv,1,yes,番组计划用户标签标注为 TV,百合 / TV / 原创,493,yes
416180,2004,反斗小王子 第7季,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,1,no
161690,2004,忍者乱太郎 12期,tv,tv,1,yes,番组计划平台为 TV,TV,5,no
19703,2004,滑板战士,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 原创 / 战斗,11,no
31258,2004,神魂合体豪旦那！！第二季,tv,tv,1,yes,番组计划用户标签标注为 TV,机战 / TV / 原创,125,yes
579557,2004,雨に抱かれて,web,web,5,no,番组计划平台标注为 WEB,,3,no
329,2004,忘却的旋律,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 原创,170,yes
1959,2004,怪物,tv,tv,1,yes,番组计划用户标签标注为 TV,悬疑 / TV / 漫画改 / 青年向,4664,yes
4471,2004,爆裂天使,tv,tv,1,yes,番组计划用户标签标注为 TV,百合 / TV / 原创,231,yes
20996,2004,陆奥圆明流外传 修罗之刻,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改 / 战斗 / 历史,85,yes
139340,2004,魔法咪路咪路Wonderful,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,34,yes
133219,2004,格斗金肉人二世 ULTIMATE MUSCLE,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,14,no
37262,2004,铁人28号,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,68,yes
7904,2004,魔法少女队,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,52,yes
28169,2004,Pugyuru,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,36,yes
2750,2004,杀戮都市,tv,tv,1,yes,番组计划用户标签标注为 TV,科幻 / TV / 漫画改,1043,yes
2980,2004,熊猫万能侠,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,15,no
3816,2004,头文字D Fourth Stage,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,1165,yes
293614,2004,决斗大师Charge,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,3,no
320519,2004,げんきげんきノンタン (2004),tv,tv,1,yes,番组计划用户标签标注为 TV,TV,0,no
35983,2004,LOVE LOVE,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 原创,95,yes
254,2004,混沌武士,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 原创 / 战斗,11306,yes
1912,2004,七武士,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 影视改,467,yes
4140,2004,库拉乌 幻之记忆,tv,tv,1,yes,番组计划用户标签标注为 TV,科幻 / 百合 / TV / 原创,394,yes
22988,2004,东月西阳,tv,tv,1,yes,番组计划用户标签标注为 TV,校园 / 后宫 / TV / 恋爱 / 游戏改,126,yes
6609,2004,风－心之呼吸,tv,tv,1,yes,番组计划用户标签标注为 TV,校园 / TV / 恋爱 / 游戏改,92,yes
39300,2004,驰风！赛艇王V,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 运动 / 漫画改 / 少年向,11,no
31981,2004,名侦探波洛和马普尔小姐,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 小说改,39,yes
217233,2004,电邮宠物MoMo,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,0,no
2936,2004,苍穹之法芙娜,tv,tv,1,yes,番组计划用户标签标注为 TV,机战 / TV / 原创,2062,yes
3619,2004,女生万岁 first season,tv,tv,1,yes,番组计划用户标签标注为 TV,喜剧 / 校园 / 后宫 / TV / 漫画改,394,yes
3429,2004,御伽草子,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 原创,176,yes
4215,2004,圣母在上 春,tv,tv,1,yes,番组计划用户标签标注为 TV,百合 / TV / 小说改,1166,yes
7618,2004,酷伊忍者传,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,106,yes
18083,2004,银河天使X,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 原创,137,yes
10509,2004,亲爱一族,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,142,yes
536,2004,妖精的旋律,tv,tv,1,yes,番组计划用户标签标注为 TV,科幻 / TV / 漫画改 / 青年向,6205,yes
84994,2004,鲁邦三世 被盗的鲁邦～模仿者是盛夏之蝶～,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,111,yes
188888,2004,モンキー・パンチ 漫画活動大写真,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,2,no
24302,2004,梓会帮你的！,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 原创,63,yes
104195,2004,甜蜜的缬草,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,10,no
49268,2004,银河铁道999外传 宇宙交响诗,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,29,no
304047,2004,小潜水艇和大鲸鱼的恋爱物语,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 小说改,3,no
633546,2004,小布与伟仔 第一季,tv,tv,1,yes,番组计划用户标签标注为 TV,,0,no
52764,2004,杀戮都市 2nd Stage,tv,tv,1,yes,番组计划用户标签标注为 TV,科幻 / TV / 漫画改,554,yes
2710,2004,风人物语,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 原创,779,yes
634636,2004,咖喱之国的科巴尔,tv,tv,1,yes,番组计划平台为 TV,,0,no
60188,2004,冒险王比特,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,35,yes
1027,2004,舞-HiME,tv,tv,1,yes,番组计划用户标签标注为 TV,百合 / 校园 / TV / 恋爱 / 原创 / 战斗,1857,yes
14643,2004,阴阳大战记,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 奇幻 / 原创 / 战斗 / 冒险 / 子供向,191,yes
2451,2004,神无月的巫女,tv,tv,1,yes,番组计划用户标签标注为 TV,百合 / 校园 / 机战 / TV / 漫画改 / GL,2191,yes
1262,2004,魔法少女奈叶,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 原创,3704,yes
8297,2004,Toheart 回忆永恒,tv,tv,1,yes,番组计划用户标签标注为 TV,校园 / TV / 恋爱 / 游戏改,269,yes
5232,2004,洛克人EXE STREAM,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 游戏改,56,yes
10507,2004,爱情泡泡糖,tv,tv,1,yes,番组计划用户标签标注为 TV,后宫 / TV / 原创,326,yes
9981,2004,红侠乔伊,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 游戏改,19,no
1989,2004,诗片,tv,tv,1,yes,番组计划用户标签标注为 TV,百合 / TV / 原创,462,yes
216376,2004,魔法娜娜咪,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,0,no
26016,2004,机兽超世纪,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,14,no
102713,2004,侍铳,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,16,no
3188,2004,奇幻旅程,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 奇幻 / 原创,175,yes
973,2004,月咏 -MOON PHASE-,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,739,yes
11206,2004,河童的饲养方法,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,14,no
66955,2004,流星战队Musumet,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 原创,7,no
24329,2004,砂和尚,tv,tv,1,yes,番组计划用户标签标注为 TV,科幻 / 喜剧 / TV / 漫画改,110,yes
2903,2004,岩窟王,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 小说改,737,yes
3164,2004,抓鬼天狗帮,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,389,yes
440,2004,校园迷糊大王,tv,tv,1,yes,番组计划用户标签标注为 TV,校园 / TV / 恋爱 / 漫画改,4531,yes
1600,2004,死神,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改 / 战斗,5511,yes
1943,2004,遥远时空中 八叶抄,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 穿越 / 女性向 / 乙女 / 游戏改,311,yes
2642,2004,双恋,tv,tv,1,yes,番组计划用户标签标注为 TV,后宫 / TV / 原创,600,yes
209557,2004,拳王创世纪1,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,18,no
4035,2004,摇滚新乐团,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改 / 音乐,1513,yes
3711,2004,游戏王－怪兽之决斗GX,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 奇幻 / 原创 / 子供向,1618,yes
16340,2004,下级生2 ～瞳孔中的少女们～,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 游戏改,118,yes
31034,2004,公主时间,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 游戏改,87,yes
19390,2004,次元舰队,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改 / 穿越,187,yes
1025,2004,蔷薇少女,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 奇幻 / 漫画改,4761,yes
1861,2004,机动战士高达SEED DESTINY,tv,tv,1,yes,番组计划用户标签标注为 TV,机战 / TV / 原创,3421,yes
928,2004,现视研,tv,tv,1,yes,番组计划用户标签标注为 TV,校园 / TV / 漫画改 / 日常,3942,yes
46036,2004,怪医黑杰克,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,676,yes
3287,2004,日式面包王,tv,tv,1,yes,番组计划用户标签标注为 TV,喜剧 / TV / 漫画改 / 美食,593,yes
7991,2004,微笑的闪士,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,338,yes
43929,2004,迪奥传说,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,24,no
2257,2004,爱丽丝学园,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 少女向 / 校园 / 漫画改 / 萌系,1125,yes
112443,2004,きまぐれロボット,web,web,5,no,番组计划平台标注为 WEB,,3,no
547654,2004,出动！机器人V,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,0,no
22405,2004,吟游默示录,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 游戏改,109,yes
2885,2004,棒球大联盟 第一季,tv,tv,1,yes,番组计划用户标签标注为 TV,TV / 漫画改,310,yes
311055,2004,おれたちイジワルケイ,tv,tv,1,yes,番组计划用户标签标注为 TV,TV,0,no
112540,2005,偶像A,web,web,5,no,番组计划平台标注为 WEB,,5,no
158020,2005,玩偶的脸,web,web,5,no,番组计划平台标注为 WEB,,5,no
