review_status,year,wikipedia_title_zh,wikipedia_title_ja,wikipedia_release_date,wikipedia_url,candidate_1_id,candidate_1_title_cn,candidate_1_title,candidate_1_score,candidate_2_id,candidate_2_title,candidate_2_score,candidate_3_id,candidate_3_title,candidate_3_score,manual_decision,manual_bangumi_id,manual_note,best_japanese_candidate_id,best_japanese_candidate_title,japanese_similarity,core_title_similarity,release_month_day_same,uniqueness_margin,automatic_review_note
wikipedia_only,2016,王者之剑 最终幻想XV,キングスグレイブ ファイナルファンタジーXV,7月9日,https://zh.wikipedia.org/wiki/%E7%8E%8B%E8%80%85%E4%B9%8B%E5%8A%8D_%E6%9C%80%E7%B5%82%E5%B9%BB%E6%83%B3XV,176296,最终幻想15 王者之剑,KINGSGLAIVE FINAL FANTASY XV,0.4,181880,クビキリサイクル 青色サヴァンと戯言遣い,0.25,171120,黒子のバスケ ウインターカップ総集編 ~影と光~,0.2439,,,,181880,クビキリサイクル 青色サヴァンと戯言遣い,0.25,0.25,no,0.0061,未达到保守的自动确认阈值
wikipedia_only,2016,寿司警察,SUSHI POLICE,7月9日,https://zh.wikipedia.org/w/index.php?title=%E5%A3%BD%E5%8F%B8%E8%AD%A6%E5%AF%9F&action=edit&redlink=1,183366,Trick or Alice,トリック・オア・アリス,0.5217,207440,Once Upon a Line,0.5,435599,Robinson Crusoe,0.4,,,,183366,Trick or Alice,0.5217,0.5217,no,0.0217,未达到保守的自动确认阈值
wikipedia_only,2016,机动战士高达 THE ORIGIN IV 命运的前夜,機動戦士ガンダムTHE ORIGIN IV 運命の前夜,11月19日,https://zh.wikipedia.org/wiki/%E6%A9%9F%E5%8B%95%E6%88%B0%E5%A3%ABGUNDAM_THE_ORIGIN,180172,机动战士高达 雷霆宙域 DECEMBER SKY,機動戦士ガンダム サンダーボルト DECEMBER SKY,0.4,190485,Kubo and the Two Strings,0.3333,110658,Under The Dog,0.303,,,,180172,機動戦士ガンダム サンダーボルト DECEMBER SKY,0.4,0.4,no,0.0818,未达到保守的自动确认阈值
likely_translation,2016,剧场版 舰队Collection,劇場版 艦隊これくしょん -艦これ-,11月26日,https://zh.wikipedia.org/wiki/%E8%89%A6%E9%9A%8ACollection,143093,舰队Collection 剧场版,劇場版 艦これ,0.8,203665,Ballerina,0.4167,161942,Ice Age: Collision Course,0.3889,,,,143093,劇場版 艦これ,0.6,0.4286,yes,0.625,未达到保守的自动确认阈值
likely_translation,2016,怪物弹珠 THE MOVIE,モンスターストライク THE MOVIE,12月10日,https://zh.wikipedia.org/wiki/%E6%80%AA%E7%89%A9%E5%BD%88%E7%8F%A0,187935,怪物弹珠 THE MOVIE 前往起始之地,モンスターストライク THE MOVIE はじまりの場所へ,0.8182,147343,The Angry Birds Movie,0.5333,495019,ドラゴンボールZ・ザ・リアル 4-D,0.4167,,,,187935,モンスターストライク THE MOVIE はじまりの場所へ,0.8182,0.7143,yes,0.3987,未达到保守的自动确认阈值
wikipedia_only,2016,喜欢上你的那瞬间。~告白实行委员会~,好きになるその瞬間を。~告白実行委員会~,12月17日,https://zh.wikipedia.org/wiki/%E5%91%8A%E7%99%BD%E5%AF%A6%E8%A1%8C%E5%A7%94%E5%93%A1%E6%9C%83_%EF%BD%9E%E6%88%80%E6%84%9B%E7%B3%BB%E5%88%97%EF%BD%9E,140020,从很久以前就喜欢你了。~告白实行委员会~,ずっと前から好きでした。~告白実行委員会~,0.625,160209,君の名は。,0.2105,183394,神様はじめました「神様、幸せになる」,0.1875,,,,140020,ずっと前から好きでした。～告白実行委員会～,0.5143,0.5143,no,0.3268,未达到保守的自动确认阈值
likely_translation,2016,甲铁城的卡巴内瑞 前篇,甲鉄城のカバネリ 前編,12月31日,https://zh.wikipedia.org/wiki/%E7%94%B2%E9%90%B5%E5%9F%8E%E7%9A%84%E5%8D%A1%E5%B7%B4%E5%85%A7%E9%87%8C,508579,甲铁城的卡巴内利 序章,甲鉄城のカバネリ 序章,0.8,186160,甲鉄城のカバネリ 総集編 前編 集う光,0.7692,7707,傷物語〈I 鉄血篇〉,0.2353,,,,508579,甲鉄城のカバネリ 序章,0.8,0.8,no,0.0058,未达到保守的自动确认阈值
wikipedia_only,2017,OVERLORD 剧场版总集篇 前篇 “不死者之王”,オーバーロード 劇場版総集編 前編 「不死者の王」,2月25日,https://zh.wikipedia.org/wiki/OVERLORD_(%E5%B0%8F%E8%AA%AA),194036,剧场版总集篇 OVERLORD 不死者之王,劇場版総集編 オーバーロード 不死者の王,0.65,198968,劇場版総集編 オーバーロード 漆黒の英雄,0.4211,174318,SUPER LOVERS OAD,0.3429,,,,194036,劇場版総集編 オーバーロード 不死者の王,0.6316,0.75,yes,0.275,未达到保守的自动确认阈值
likely_translation,2017,大白熊热恋中,恋するシロクマ,3月4日,https://zh.wikipedia.org/wiki/%E5%A4%A7%E7%99%BD%E7%86%8A%E7%86%B1%E6%88%80%E4%B8%AD,224547,,恋するシロクマ 「不安」篇,0.8235,221327,恋するシロクマ 「誤解」篇,0.8235,235552,恋するシロクマ 「お星様」篇,0.7778,,,,224547,恋するシロクマ 「不安」篇,0.8235,0.8235,no,0.0,未达到保守的自动确认阈值
wikipedia_only,2017,OVERLORD 剧场版总集篇 后篇 “漆黑的英雄”,オーバーロード 劇場版総集編 後編 「漆黒の英雄」,3月11日,https://zh.wikipedia.org/wiki/OVERLORD_(%E5%B0%8F%E8%AA%AA),198968,剧场版总集篇 OVERLORD 漆黑的英雄,劇場版総集編 オーバーロード 漆黒の英雄,0.65,194036,劇場版総集編 オーバーロード 不死者の王,0.4211,174318,SUPER LOVERS OAD,0.3429,,,,198968,劇場版総集編 オーバーロード 漆黒の英雄,0.6316,0.75,yes,0.275,未达到保守的自动确认阈值
wikipedia_only,2017,3年D班玻璃假面~起飞吧!我们的VR~,3ねんDぐみガラスの仮面 とびだせ!私たちのVR,7月22日,https://zh.wikipedia.org/wiki/3%E5%B9%B4D%E7%8F%AD%E7%8E%BB%E7%92%83%E5%81%87%E9%9D%A2,189546,想要传达你的声音,きみの声をとどけたい,0.25,210481,ぼのぼの 宇宙から来たともだち,0.2222,208313,ゴーちゃん。~モコとちんじゅうの森の仲間たち~,0.1905,,,,189546,きみの声をとどけたい,0.25,0.25,no,0.0278,未达到保守的自动确认阈值
wikipedia_only,2017,气球狗迪尼 不可思议的恐龙国度,ふうせんいぬティニー なんだかふしぎなきょうりゅうのくに,8月25日,https://zh.wikipedia.org/w/index.php?title=%E6%B0%A3%E7%90%83%E7%8B%97%E8%BF%AA%E5%B0%BC_%E4%B8%8D%E5%8F%AF%E6%80%9D%E8%AD%B0%E7%9A%84%E6%81%90%E9%BE%8D%E5%9C%8B%E5%BA%A6&action=edit&redlink=1,498187,哆啦A梦:宇宙不可思议大探险3 不可思议的地球,ドラえもん 宇宙ふしぎ大探検3 〜地球のふしぎ〜,0.2857,208313,ゴーちゃん。~モコとちんじゅうの森の仲間たち~,0.2128,218246,我的爸爸是国王,0.1905,,,,498187,ドラえもん 宇宙ふしぎ大探検3 〜地球のふしぎ〜,0.2128,0.2128,no,0.0,未达到保守的自动确认阈值
wikipedia_only,2017,前进吧!登山少女 回忆的礼物(OVA),ヤマノススメ おもいでプレゼント,10月28日,https://zh.wikipedia.org/wiki/%E5%89%8D%E9%80%B2%E5%90%A7%EF%BC%81%E7%99%BB%E5%B1%B1%E5%B0%91%E5%A5%B3,212200,武装少女 OAD,武装少女マキャヴェリズム OAD,0.3636,175533,ゆゆ式 OVA,0.2857,203781,DRIFTERS episode 13-14,0.2727,,,,212200,武装少女マキャヴェリズム OAD,0.0667,0.0667,no,0.0667,未达到保守的自动确认阈值
wikipedia_only,2017,少女与战车 最终章 第1话,ガールズ&パンツァー 最終章 第1話,12月9日,https://zh.wikipedia.org/wiki/%E5%B0%91%E5%A5%B3%E8%88%87%E6%88%B0%E8%BB%8A,212200,武装少女 OAD,武装少女マキャヴェリズム OAD,0.2222,193509,ハイスクール・フリート OVA,0.2143,211523,ハイキュー!! コンセプトの戦い,0.2105,,,,193509,ハイスクール・フリート OVA,0.2143,0.2143,no,0.0714,未达到保守的自动确认阈值
wikipedia_only,2018,Re:从零开始的异世界生活 Memory Snow,Re:ゼロから始める異世界生活 Memory Snow,10月6日,https://zh.wikipedia.org/wiki/Re:%E5%BE%9E%E9%9B%B6%E9%96%8B%E5%A7%8B%E7%9A%84%E7%95%B0%E4%B8%96%E7%95%8C%E7%94%9F%E6%B4%BB%E5%8A%87%E9%9B%86%E5%88%97%E8%A1%A8#OVA,244348,切尔诺贝利之春,Un printemps à Tchernobyl,0.2727,240583,映画 HUGっと!プリキュア♡ふたりはプリキュア オールスターズメモリーズ,0.2692,506660,Space Dreamers 〜宇宙兄弟 南波六太がやってきた!〜,0.2667,,,,244348,Un printemps à Tchernobyl,0.2609,0.2609,no,0.0016,未达到保守的自动确认阈值
wikipedia_only,2018,魔法少女奈叶Detonation,魔法少女リリカルなのは Detonation,10月19日,https://zh.wikipedia.org/wiki/%E9%AD%94%E6%B3%95%E5%B0%91%E5%A5%B3%E5%A5%88%E8%91%89%E7%B3%BB%E5%88%97,211438,ANEMONE/交响诗篇 Hi-Evolution,ANEMONE/交響詩篇エウレカセブン ハイエボリューション,0.3684,241955,The Death of Superman,0.3529,395293,The Donkey King,0.3448,,,,211438,ANEMONE/交响诗篇 Hi-Evolution,0.3256,0.3256,no,0.0179,未达到保守的自动确认阈值
likely_translation,2019,KING OF PRISM -Shiny Seven Stars-,KING OF PRISM -Shiny Seven Stars-,3月2日,https://zh.wikipedia.org/wiki/%E6%98%9F%E5%85%89%E5%B0%91%E7%94%B7_KING_OF_PRISM,249247,KING OF PRISM -Shiny Seven Stars- II翔×乔治×港,KING OF PRISM -Shiny Seven Stars- II カケル×ジョージ×ミナト,0.8966,249248,KING OF PRISM -Shiny Seven Stars- III レオ×ユウ×アレク,0.8667,249246,KING OF PRISM -Shiny Seven Stars- I プロローグ×ユキノジョウ×タイガ,0.8667,,,,249247,KING OF PRISM -Shiny Seven Stars- Ⅱ翔×乔治×港,0.8966,0.8966,no,0.0049,未达到保守的自动确认阈值
